         3132994 function calls (3026944 primitive calls) in 45.850 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 randomdecl.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 cpu_options.py:61(__eq__)
        1    0.000    0.000    0.000    0.000 zipfile.py:935(_update_crc)
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        2    0.000    0.000    0.000    0.000 arraymath.py:3836(_searchsorted)
        2    0.000    0.000    0.000    0.000 unicode.py:1879(_is_upper)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:204(FFIAttribute)
        1    0.000    0.000    0.000    0.000 c_ast.py:210(Assignment)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 interpreter.py:2508(op_BINARY_POWER)
        1    0.000    0.000    0.000    0.000 dictobject.py:84(DictModel)
        2    0.000    0.000    0.000    0.000 arraymath.py:2628(np_interp_impl_inner_factory)
        1    0.000    0.000    0.000    0.000 c_ast.py:109(NodeVisitor)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 model.py:91(build_backend_type)
        2    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:22(InstanceModel)
        1    0.000    0.000    0.000    0.000 listobject.py:64(ListIterModel)
        1    0.000    0.000    0.000    0.000 arrayobj.py:913(FancyIndexer)
        1    0.000    0.000    0.000    0.000 randomdecl.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraydecl.py:518(DTypeAttr)
        1    0.000    0.000    0.000    0.000 c_ast.py:232(Alignas)
        1    0.000    0.000    0.000    0.000 c_ast.py:249(BinaryOp)
        2    0.000    0.000    0.000    0.000 templates.py:601(<listcomp>)
        1    0.000    0.000    0.000    0.000 _minpack_py.py:482(_wrap_func)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 base.py:81(JitClassType)
        2    0.000    0.000    0.000    0.000 arraymath.py:1438(_partition_factory)
        1    0.000    0.000    0.000    0.000 randomdecl.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 yacc.py:1427(LRItem)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 model.py:578(get_typecache)
        1    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        2    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.not_}
        1    0.000    0.000    0.000    0.000 npyimpl.py:120(_ArrayHelper)
        1    0.000    0.000    0.000    0.000 arraymath.py:36(_check_blas)
        1    0.000    0.000    0.000    0.000 unicode.py:75(UnicodeModel)
        2    0.000    0.000    0.000    0.000 unicode.py:1261(generate_splitlines_func)
        2    0.000    0.000    0.000    0.000 unicode.py:1834(gen_isAlX)
        1    0.000    0.000    0.000    0.000 arraydecl.py:164(GetItemBuffer)
        1    0.000    0.000    0.000    0.000 c_ast.py:271(Break)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1390(_resize_dispatcher)
        2    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        2    0.000    0.000    0.000    0.000 arraymath.py:1345(_compute_current_val_impl_gen)
        2    0.000    0.000    0.000    0.000 unicode.py:1045(generate_rsplit_whitespace_impl)
        1    0.000    0.000    0.000    0.000 hashing.py:452(EXPAT)
        1    0.000    0.000    0.000    0.000 arrayobj.py:621(EntireIndexer)
        1    0.000    0.000    0.000    0.000 enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 interpreter.py:2499(op_BINARY_TRUE_DIVIDE)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:193(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 zipfile.py:1821(close)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lens.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dictobject.py:94(DictIterModel)
        2    0.000    0.000    0.000    0.000 unicode.py:595(generate_finder)
        2    0.000    0.000    0.000    0.000 unicode.py:1216(gen_unicode_Xjust)
        1    0.000    0.000    0.000    0.000 hashing.py:431(FNV)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:58(Cmath_polar)
        1    0.000    0.000    0.000    0.000 c_ast.py:285(Case)
        1    0.000    0.000    0.000    0.000 interpreter.py:2559(op_INPLACE_RSHIFT)
        1    0.000    0.000    0.000    0.000 model.py:174(build_backend_type)
        1    0.000    0.000    0.000    0.000 warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 listobject.py:87(ErrorHandler)
        2    0.000    0.000    0.000    0.000 arraymath.py:1479(_select_factory)
        1    0.000    0.000    0.000    0.000 arrayobj.py:671(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 randomdecl.py:43(RandomTemplate)
        1    0.000    0.000    0.000    0.000 randomdecl.py:142(<listcomp>)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        2    0.000    0.000    0.000    0.000 containers.py:327(key)
        1    0.000    0.000    0.000    0.000 helper.py:150(_normalization)
        1    0.000    0.000    0.000    0.000 _iotools.py:37(_is_string_like)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1751(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2157(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 zipfile.py:1437(getinfo)
        1    0.000    0.000    0.000    0.000 arrayobj.py:702(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 randomdecl.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 setdecl.py:166(SetComparison)
        1    0.000    0.000    0.000    0.000 arraydecl.py:609(StaticSetItemRecord)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        2    0.000    0.000    0.000    0.000 functions.py:415(<dictcomp>)
        2    0.000    0.000    0.000    0.000 functions.py:693(get_impl_key)
        2    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 arrayobj.py:844(SliceIndexer)
        1    0.000    0.000    0.000    0.000 setdecl.py:17(SetBuiltin)
        1    0.000    0.000    0.000    0.000 c_ast.py:446(Default)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 generator_core.py:13(NumPyRngBitGeneratorModel)
        1    0.000    0.000    0.000    0.000 unicode.py:98(UnicodeIteratorModel)
        1    0.000    0.000    0.000    0.000 hashing.py:438(SIPHASH)
        1    0.000    0.000    0.000    0.000 randomdecl.py:75(ConcreteRandomTemplate)
        1    0.000    0.000    0.000    0.000 randomdecl.py:213(<listcomp>)
        1    0.000    0.000    0.000    0.000 setdecl.py:155(SetOperator)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 typeof.py:121(_typeof_float)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:89(_take_dispatcher)
        2    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:404(ClassAttribute)
        1    0.000    0.000    0.000    0.000 function_type.py:31(FunctionProtoModel)
        1    0.000    0.000    0.000    0.000 collections.py:9(InContainer)
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.000    0.000 c_ast.py:398(Decl)
        1    0.000    0.000    0.000    0.000 c_ast.py:773(InitList)
        1    0.000    0.000    0.000    0.000 c_ast.py:946(Switch)
        1    0.000    0.000    0.000    0.000 std.py:1149(__enter__)
        1    0.000    0.000    0.000    0.000 npyio.py:1351(_savetxt_dispatcher)
        1    0.000    0.000    0.000    0.000 zipfile.py:1937(_fpclose)
        1    0.000    0.000    0.000    0.000 arrayobj.py:3967(_ol_array_allocate)
        1    0.000    0.000    0.000    0.000 enumdecl.py:23(EnumClassAttribute)
        1    0.000    0.000    0.000    0.000 mathdecl.py:100(Math_isfinite)
        1    0.000    0.000    0.000    0.000 randomdecl.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraydecl.py:559(RecordAttribute)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:184(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 c_ast.py:367(Constant)
        1    0.000    0.000    0.000    0.000 c_ast.py:464(DoWhile)
        1    0.000    0.000    0.000    0.000 templates.py:595(<listcomp>)
        2    0.000    0.000    0.000    0.000 containers.py:220(__len__)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 npdatetime.py:376(_create_timedelta_comparison_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:584(_datetime_timedelta_arith)
        1    0.000    0.000    0.000    0.000 npyimpl.py:44(_ScalarIndexingHelper)
        1    0.000    0.000    0.000    0.000 npyimpl.py:93(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 listobj.py:130(ListPayloadAccessor)
        1    0.000    0.000    0.000    0.000 npdatetime.py:179(DatetimePlusTimedelta)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:39(CMath_isfinite)
        1    0.000    0.000    0.000    0.000 mathdecl.py:65(Math_floor_ceil)
        1    0.000    0.000    0.000    0.000 c_ast.py:328(Compound)
        1    0.000    0.000    0.000    0.000 c_ast.py:499(EmptyStatement)
        1    0.000    0.000    0.000    0.000 c_ast.py:549(EnumeratorList)
        2    0.000    0.000    0.000    0.000 ir.py:1014(infer_constant)
        1    0.000    0.000    0.000    0.000 templates.py:596(<listcomp>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1965(shape)
        1    0.000    0.000    0.000    0.000 ccallback.py:16(_CFuncCompiler)
        2    0.000    0.000    0.000    0.000 npdatetime.py:716(_gen_datetime_max_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:779(_gen_timedelta_min_impl)
        1    0.000    0.000    0.000    0.000 arraydecl.py:841(CmpOpEqArray)
        1    0.000    0.000    0.000    0.000 npdatetime.py:18(TimedeltaUnaryOp)
        1    0.000    0.000    0.000    0.000 enumdecl.py:35(EnumClassStaticGetItem)
        1    0.000    0.000    0.000    0.000 listdecl.py:125(AddList)
        1    0.000    0.000    0.000    0.000 collections.py:28(SequenceBool)
        1    0.000    0.000    0.000    0.000 c_ast.py:346(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 c_ast.py:513(Enum)
        1    0.000    0.000    0.000    0.000 c_ast.py:748(If)
        1    0.000    0.000    0.000    0.000 c_ast.py:809(NamedInitializer)
        1    0.000    0.000    0.000    0.000 c_ast.py:967(TernaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:992(TypeDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:1052(UnaryOp)
        1    0.000    0.000    0.000    0.000 helper.py:100(_datacopied)
        1    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:310(length_is_unknown)
        1    0.000    0.000    0.000    0.000 _misc.py:180(_datacopied)
        1    0.000    0.000    0.000    0.000 function_type.py:48(FunctionModel)
        2    0.000    0.000    0.000    0.000 npdatetime.py:737(_gen_datetime_min_impl)
        1    0.000    0.000    0.000    0.000 mathimpl.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 npdatetime.py:203(DatetimeMinusTimedelta)
        1    0.000    0.000    0.000    0.000 c_ast.py:384(Continue)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(Enumerator)
        1    0.000    0.000    0.000    0.000 c_ast.py:791(Label)
        1    0.000    0.000    0.000    0.000 c_ast.py:831(ParamList)
        1    0.000    0.000    0.000    0.000 c_ast.py:867(Return)
        1    0.000    0.000    0.000    0.000 c_ast.py:884(StaticAssert)
        1    0.000    0.000    0.000    0.000 c_ast.py:1012(Typedef)
        1    0.000    0.000    0.000    0.000 c_ast.py:1070(Union)
        1    0.000    0.000    0.000    0.000 c_ast.py:1089(While)
        1    0.000    0.000    0.000    0.000 lex.py:57(LexError)
        1    0.000    0.000    0.000    0.000 zipfile.py:1041(seekable)
        2    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x7f3ead026320}
        1    0.000    0.000    0.000    0.000 npyimpl.py:401(_Kernel)
        1    0.000    0.000    0.000    0.000 generator_core.py:31(NumPyRandomGeneratorTypeModel)
        1    0.000    0.000    0.000    0.000 npdatetime.py:220(DatetimeMinusDatetime)
        1    0.000    0.000    0.000    0.000 npdatetime.py:246(DatetimeCmpEq)
        1    0.000    0.000    0.000    0.000 plyparser.py:31(ParseError)
        1    0.000    0.000    0.000    0.000 listdecl.py:16(ListBuiltin)
        1    0.000    0.000    0.000    0.000 listdecl.py:165(ListCompare)
        1    0.000    0.000    0.000    0.000 collections.py:18(ContainerLen)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:69(DelItemSequence)
        1    0.000    0.000    0.000    0.000 dictdecl.py:24(DictBuiltin)
